ORIGIN_SUBZONE,DESTINATION_SUBZONE,PT_COUNT,VH_COUNT,WK_COUNT,COUNT
AMSZ01,AMSZ01,4,2.4104954236477463,43.795183022225956,50.2056784458737
AMSZ01,AMSZ02,5,1.4074045006797298,3.0936790217287062,9.501083522408436
AMSZ01,AMSZ03,12,1.5906351769153726,2.9327604110303844,16.523395587945757
AMSZ01,AMSZ04,4,0.4817691834918499,0.2139847663461111,4.695753949837961
AMSZ01,AMSZ05,4,1.4949884047485806,0.8491013206661133,6.344089725414694
AMSZ01,AMSZ06,8,2.1022899827406043,0.4424969056600488,10.544786888400653
AMSZ01,AMSZ07,3,1.6787703444599904,0.0,4.67877034445999
AMSZ01,AMSZ09,8,1.3577690143325662,0.3719802101451474,9.729749224477715
AMSZ01,AMSZ10,3,0.8852897511079342,0.06243259338496134,3.9477223444928957
AMSZ01,AMSZ11,1,0.13265900232614733,0.04396929787726256,1.17662830020341
AMSZ01,AMSZ12,5,0.5518766397012789,0.48112358224855467,6.033000221949833
AMSZ01,BDSZ01,2,1.0716552676809554,0.0,3.0716552676809554
AMSZ01,BDSZ03,1,0.5949099889260417,0.0,1.5949099889260419
AMSZ01,BDSZ04,2,1.0088354237310948,0.0,3.008835423731095
AMSZ01,BDSZ06,1,0.9009317607562152,0.0,1.9009317607562153
AMSZ01,BKSZ09,1,0.40536510297073103,0.0,1.405365102970731
AMSZ01,BMSZ14,1,0.1658896752406948,0.0,1.1658896752406949
AMSZ01,BPSZ03,1,0.42038819890361395,0.0,1.420388198903614
AMSZ01,BSSZ01,12,3.335513889440408,0.40185112529734673,15.737365014737755
AMSZ01,BSSZ02,3,1.7427368005913946,0.20568298439575278,4.948419784987148
AMSZ01,BTSZ01,1,0.4928747532181096,0.0,1.4928747532181097
AMSZ01,BTSZ05,1,0.19420144517256477,0.0,1.1942014451725647
AMSZ01,CHSZ03,2,1.4312992855543647,0.0,3.4312992855543647
AMSZ01,CKSZ03,4,1.6024661978495363,0.0,5.6024661978495365
AMSZ01,CKSZ04,1,0.3307058377502988,0.0,1.330705837750299
AMSZ01,CKSZ05,1,0.2140260298360154,0.0,1.2140260298360155
AMSZ01,CKSZ06,1,0.513045343730602,0.0,1.513045343730602
AMSZ01,CLSZ03,1,0.4338015959604926,0.0,1.4338015959604926
AMSZ01,CLSZ04,1,0.3377182340854093,0.0,1.3377182340854092
AMSZ01,CLSZ05,1,0.2648877016634874,0.0,1.2648877016634874
AMSZ01,DTSZ02,3,0.7250124537227961,0.0,3.725012453722796
AMSZ01,DTSZ09,2,0.1808899420116697,0.0,2.1808899420116696
AMSZ01,DTSZ12,1,0.15050182565611953,0.0,1.1505018256561195
AMSZ01,GLSZ02,2,0.5921332474071781,0.0,2.592133247407178
AMSZ01,HGSZ01,1,0.4092596095839755,0.0,1.4092596095839756
AMSZ01,HGSZ02,2,1.7634359659187904,0.0,3.7634359659187906
AMSZ01,HGSZ03,1,0.8160455770915935,0.0,1.8160455770915935
AMSZ01,HGSZ04,8,4.429066102506127,0.0,12.429066102506127
AMSZ01,HGSZ05,1,0.843823915225588,0.0,1.843823915225588
AMSZ01,HGSZ06,7,1.9517594606633506,0.0,8.95175946066335
AMSZ01,HGSZ07,4,0.7341833675382838,0.0,4.734183367538284
AMSZ01,HGSZ08,2,0.779196802462364,0.0,2.779196802462364
AMSZ01,JESZ05,1,0.4123371192648649,0.0,1.4123371192648648
AMSZ01,JWSZ02,1,0.36671513637114955,0.0,1.3667151363711496
AMSZ01,JWSZ04,1,0.5317285317955935,0.0,1.5317285317955935
AMSZ01,JWSZ08,1,0.8543143321959017,0.0,1.8543143321959017
