ORIGIN_SUBZONE,DESTINATION_SUBZONE,PT_COUNT,VH_COUNT,WK_COUNT,COUNT
1101053,1101053,3,1.4873787437317076,87.55495676373702,92.04233550746874
1101053,1101054,3,0.3381872016835018,0.6664058521122213,4.004593053795723
1101053,1101055,2,0.8527649064711753,1.2472410749326854,4.100005981403861
1101053,1101056,8,1.875933545515474,0.0,9.875933545515474
1101053,1101057,6,1.7120200668365835,12.672551059798378,20.38457112663496
1101053,1101060,2,0.6846249596486058,2.8842385447263106,5.568863504374916
1101053,1101061,7,2.2024981813423348,2.6162617301131976,11.818759911455533
1101053,1101063,3,0.9643820227348444,1.6556368575265807,5.620018880261425
1101053,1101064,3,0.7593236020932443,2.9596232412563848,6.718946843349629
1101053,1101067,1,0.4923202036421013,0.0,1.4923202036421013
1101053,1101069,6,0.9532058198430778,0.0,6.9532058198430775
1101053,1101070,1,0.25455659067453223,0.0,1.2545565906745322
1101053,1101071,1,0.18797760238355624,0.0,1.1879776023835562
1101053,1101072,4,2.727628311135107,7.128440148432119,13.856068459567226
1101053,1101073,7,1.7300504367017908,6.068113297967692,14.798163734669483
1101053,1102052,2,0.8398786522653553,3.923313415282778,6.763192067548133
1101053,1102054,2,1.0076973197095898,3.292031635533075,6.299728955242665
1101053,1102055,4,1.5681090957060735,13.446525009685793,19.014634105391867
1101053,1102057,2,0.7221830746140845,2.311373497561963,5.033556572176048
1101053,1102058,1,0.22754702629053036,0.0,1.2275470262905304
1101053,1102059,1,0.5486336157832638,1.1186936085516654,2.667327224334929
1101053,1102060,1,0.5602211936863711,1.3020876317376309,2.862308825424002
1101053,1102068,1,0.9111239164423457,2.1497037179047767,4.060827634347122
1101053,1103051,1,0.7168027471236122,1.5787029665206442,3.2955057136442565
1101053,1103052,2,0.5398462478306028,0.0,2.539846247830603
1101053,1103053,2,0.7633197400227577,3.1517486155974055,5.915068355620163
1101053,1103058,3,0.8680694033967971,0.0,3.868069403396797
1101053,1103059,1,0.2960522308121331,0.0,1.2960522308121332
1101053,1103063,4,1.5581803345824,0.0,5.5581803345824
1101053,1103071,1,0.35150850872660144,0.7819788849011662,2.1334873936277674
1101053,1103072,1,0.7933790120011873,0.0,1.7933790120011874
1101053,1103073,1,0.8472416804755797,0.0,1.8472416804755798
1101053,1104056,1,0.5166114886300253,0.0,1.5166114886300253
1101053,1104059,1,0.38211412589754035,0.0,1.3821141258975405
1101053,1104062,2,0.3842012213072674,0.0,2.3842012213072676
1101053,1104066,1,0.4297193273630206,0.0,1.4297193273630207
1101053,1104067,1,0.5724467546285946,0.0,1.5724467546285945
1101053,1104068,3,0.8422315913899314,0.0,3.8422315913899316
1101053,1104069,1,0.31168906998798374,0.0,1.3116890699879837
1101053,1104070,1,0.49329407125740254,0.0,1.4932940712574025
1101053,1104072,1,0.46037900860412634,0.0,1.4603790086041264
1101053,1104073,1,0.7180006265397492,0.0,1.7180006265397492
1101053,1105053,2,0.4774013390490142,0.0,2.477401339049014
1101053,1105054,1,0.3495546705288077,0.0,1.3495546705288077
1101053,1105058,1,0.3300184510216721,0.0,1.3300184510216722
1101053,1105063,4,1.0173956456523485,0.0,5.017395645652348
1101053,1105065,1,0.7464370702145874,0.0,1.7464370702145873
1101053,1106071,1,0.3543369034876385,0.0,1.3543369034876385
1101053,1106072,2,0.5570237760426546,0.0,2.5570237760426546
1101053,1106073,1,0.5148004817218014,0.0,1.5148004817218013
1101053,1106081,1,0.9570804870236259,0.0,1.9570804870236258
1101053,1106088,1,0.6043100350497874,0.0,1.6043100350497874
1101053,1106090,3,0.41343609432618633,0.0,3.4134360943261863
1101053,1106091,2,0.5342829471791188,0.0,2.534282947179119
1101053,1107052,1,0.37532412726480424,0.0,1.3753241272648042
1101053,1107054,1,0.16151687736337533,0.0,1.1615168773633753
1101053,1107057,2,0.27491335253459714,0.0,2.2749133525345973
1101053,1107059,1,0.31938728039286723,0.0,1.3193872803928672
1101053,1107060,1,0.42367674430788554,0.0,1.4236767443078855
1101053,1107061,4,0.68924271164248,0.0,4.68924271164248
1101053,1107070,3,0.5374889284770806,0.0,3.5374889284770807
1101053,1107073,1,0.6302988129613695,0.0,1.6302988129613696
1101053,1108058,1,0.4791675600654369,0.0,1.479167560065437
1101053,1108060,2,0.7364222477771476,0.0,2.7364222477771474
1101053,1108061,1,0.5780684896882794,0.0,1.5780684896882793
1101053,1108063,1,0.6874336066969002,0.0,1.6874336066969002
1101053,1108065,1,0.7017292273655772,0.0,1.7017292273655773
1101053,1108066,5,1.4904925420068371,0.0,6.490492542006837
1101053,1108068,2,0.6175293237952018,0.0,2.6175293237952015
1101053,1108072,2,0.39672530215519175,0.0,2.3967253021551915
1101053,1108077,1,0.46382596350012506,0.0,1.463825963500125
1101053,1108078,1,0.3206881877049246,0.0,1.3206881877049246
1101053,1108081,1,0.5589405516375167,0.6432412489707348,2.2021818006082516
1101053,1108082,1,0.6643507605752442,0.0,1.6643507605752443
1101053,1108083,3,1.352359402506981,0.0,4.3523594025069805
1101053,1109063,2,0.6022661694028644,0.0,2.6022661694028644
1101053,1109064,1,0.5043136402801806,0.0,1.5043136402801807
1101053,1109069,1,0.51253136274128,0.0,1.51253136274128
1101053,1109070,2,0.6400012798154628,0.0,2.640001279815463
1101053,1109071,2,0.7123684493661482,0.0,2.7123684493661484
1101053,1109072,2,0.6322539601447741,0.0,2.632253960144774
1101053,1109073,1,0.24722213268024548,0.0,1.2472221326802455
