DESTINATION_SUBZONE,LU_H,LU_W,LU_O
SVSZ01,0.22222222222222224,0.33333333333333337,0.4444444444444445
THSZ01,0.33333333333333337,0.5555555555555556,0.11111111111111112
TMSZ01,0.5743243243243243,0.1081081081081081,0.31756756756756754
TMSZ02,0.5671476137624861,0.07991120976692564,0.3529411764705882
TMSZ03,0.5698529411764707,0.11213235294117649,0.318014705882353
TMSZ04,0.5114942528735632,0.22413793103448276,0.264367816091954
TMSZ05,0.08709677419354839,0.6806451612903226,0.23225806451612904
TNSZ01,0.375,0.3942307692307692,0.23076923076923075
TNSZ02,0.3870967741935484,0.33870967741935487,0.27419354838709675
TNSZ03,0.11111111111111112,0.5555555555555556,0.33333333333333337
TNSZ04,0.2857142857142857,0.19780219780219782,0.5164835164835164
TPSZ01,0.47857142857142854,0.2214285714285714,0.3
TPSZ02,0.4320652173913044,0.22282608695652176,0.3451086956521739
TPSZ03,0.45070422535211263,0.22535211267605632,0.323943661971831
TPSZ04,0.6699999999999999,0.07999999999999999,0.25
TPSZ05,0.5942028985507246,0.20289855072463767,0.20289855072463767
TPSZ06,0.5044510385756678,0.28486646884273,0.21068249258160238
TPSZ07,0.84,0.0,0.15999999999999998
TPSZ08,0.6382978723404256,0.1914893617021277,0.1702127659574468
TPSZ09,0.5760000000000001,0.152,0.27199999999999996
TPSZ10,0.30769230769230765,0.1794871794871795,0.5128205128205128
TPSZ11,0.7818181818181819,0.03636363636363636,0.18181818181818185
TPSZ12,0.2642857142857143,0.5857142857142856,0.15
TSSZ02,0.06451612903225806,0.7419354838709677,0.1935483870967742
TSSZ03,0.09615384615384616,0.8269230769230769,0.07692307692307691
TSSZ04,0.0,0.9310344827586207,0.06896551724137931
TSSZ05,0.07792207792207792,0.8636363636363636,0.05844155844155845
TSSZ06,0.08571428571428572,0.8857142857142858,0.028571428571428574
WCSZ01,0.12,0.3507692307692308,0.5292307692307692
WDSZ01,0.16182572614107882,0.13278008298755184,0.7053941908713692
WDSZ02,0.6075,0.2075,0.18500000000000003
WDSZ03,0.6735751295336787,0.09153713298791018,0.23488773747841102
WDSZ04,0.8058252427184466,0.07766990291262135,0.11650485436893203
WDSZ05,0.7764705882352941,0.03529411764705882,0.18823529411764706
WDSZ06,0.6568627450980393,0.08333333333333333,0.25980392156862747
WDSZ07,0.0967741935483871,0.5161290322580645,0.3870967741935484
WDSZ08,0.018867924528301886,0.8490566037735849,0.1320754716981132
WDSZ09,0.45299145299145294,0.24786324786324784,0.29914529914529914
YSSZ01,0.16891891891891894,0.12500000000000003,0.7060810810810811
YSSZ02,0.5974025974025974,0.25974025974025977,0.14285714285714285
YSSZ03,0.7233333333333333,0.04,0.23666666666666666
YSSZ04,0.6447368421052632,0.07017543859649122,0.2850877192982456
YSSZ05,0.7888888888888889,0.03333333333333333,0.17777777777777778
YSSZ06,0.5357142857142857,0.0,0.4642857142857143
YSSZ07,0.14285714285714285,0.5238095238095238,0.3333333333333333
YSSZ08,0.4864864864864865,0.06306306306306307,0.4504504504504505
YSSZ09,0.6439873417721519,0.1329113924050633,0.2231012658227848
